Timestamps, m/s Gust Speed,Mean Optical Flow,Wind Speed [m/s]
2020-12-29 09:40:00,6.66,3.6811602887169856,3.59
2020-12-29 09:45:00,5.85,2.8922288150492275,3.14
2020-12-29 09:50:00,7.24,4.890750141623691,3.33
2020-12-29 09:55:00,5.92,2.7327125087904354,3.43
2020-12-29 10:00:00,4.9,3.458837000898578,3.4
2020-12-29 10:05:00,5.67,2.5903234147913734,3.21
2020-12-29 10:10:00,4.76,3.938472490818878,2.95
2020-12-29 10:15:00,5.54,3.531943589818721,3.9
2020-12-29 10:20:00,6.06,3.3934040290290293,4.1
2020-12-29 10:25:00,7.25,3.717546027699641,3.99
2020-12-29 10:30:00,5.28,3.009094731598688,3.37
2020-12-29 10:35:00,6.59,3.3095061484216286,3.11
2020-12-29 10:40:00,5.02,2.9455081604547586,3.33
2020-12-29 10:45:00,5.19,3.539320719057666,3.62
2020-12-29 10:50:00,4.75,2.7921377852008127,3.34
2020-12-29 10:55:00,6.02,3.682983010040631,3.49
2020-12-29 11:00:00,6.08,4.120526742459761,3.49
2020-12-29 11:05:00,7.24,4.170479689209251,3.76
2020-12-29 11:10:00,4.84,4.353658652719175,3.3
2020-12-29 11:15:00,6.32,3.7547573351304893,3.28
2020-12-29 11:20:00,6.23,3.4574665963431785,3.59
2020-12-29 11:25:00,5.94,3.9662330784106903,3.72
2020-12-29 11:30:00,6.78,4.257095082772166,3.49
2020-12-29 11:35:00,5.5,5.8062516367377475,3.12
2020-12-29 11:40:00,6.45,5.530432230289001,3.65
2020-12-29 11:45:00,5.1,5.186184480097913,3.46
2020-12-29 11:50:00,6.16,7.013891369047619,3.24
2020-12-29 11:55:00,5.02,4.665593579985352,3.39
2020-12-29 12:00:00,6.31,7.414684413580247,3.8
2020-12-29 12:05:00,5.55,4.110581340834505,3.09
2020-12-29 12:10:00,6.47,4.826320569701647,4.18
2020-12-29 12:15:00,6.7,4.35560387894957,4.27
2020-12-29 12:20:00,5.65,5.6444762140967475,3.52
2020-12-29 12:25:00,5.35,3.411649958015613,3.47
2020-12-29 12:30:00,4.98,4.805742261692783,3.21
2020-12-29 12:35:00,5.84,4.723108896940419,3.94
2020-12-29 12:40:00,5.62,3.7003932018150003,3.31
2020-12-29 12:45:00,5.7,3.353656840050835,3.14
2020-12-29 12:50:00,6.17,3.5512969947318003,3.77
2020-12-29 12:55:00,4.58,5.89630260468802,3.25
2020-12-29 13:00:00,6.7,5.103840976393059,3.33
2020-12-29 13:05:00,5.95,5.544920793583989,3.83
2020-12-29 13:10:00,5.9,3.9761080588763877,3.39
2020-12-29 13:15:00,5.59,5.604708294753086,3.27
2020-12-29 13:20:00,6.39,4.499880833599405,3.99
2020-12-29 13:25:00,5.13,6.343925367890213,3.27
2020-12-29 13:30:00,4.73,4.789910962301588,2.74
2020-12-29 13:35:00,5.39,7.746686790957624,3.58
2020-12-29 13:40:00,7.15,5.502419359719196,3.79
2020-12-29 13:45:00,6.72,6.027851766844528,3.74
2020-12-29 13:50:00,6.33,6.2470102451989025,3.75
2020-12-29 13:55:00,8.19,5.794748401675484,3.55
2020-12-29 14:00:00,5.38,4.491459969331146,3.53
2020-12-29 14:05:00,6.99,4.268961336732301,3.83
2020-12-29 14:10:00,5.07,5.084417438271605,2.94
2020-12-29 14:15:00,5.93,3.4084083206360374,3.36
2020-12-29 14:20:00,5.32,4.9820547888341915,3.43
2020-12-29 14:25:00,4.43,3.3549602476949523,2.74
2020-12-29 14:30:00,5.51,4.616364104742926,3.76
2020-12-29 14:35:00,5.74,3.708537320284419,3.68
2020-12-29 14:40:00,5.07,5.4561501797155785,3.0
2020-12-29 14:45:00,6.21,1.916505215658696,3.62
2020-12-29 14:50:00,4.62,2.8868791510392247,2.68
2020-12-29 14:55:00,5.13,5.494955583880293,2.82
2020-12-29 15:00:00,5.84,4.148379995897798,3.07
2020-12-29 15:05:00,4.98,4.474091728199719,3.28
2020-12-29 15:10:00,5.92,3.4638503574777295,2.98
2020-12-29 15:15:00,4.67,4.756992669753086,2.92
2020-12-29 15:20:00,7.1,6.304866531879984,3.41
2020-12-29 15:25:00,6.73,3.6809794743319273,3.66
2020-12-29 15:30:00,6.04,4.312738123144243,3.9
2020-12-29 15:35:00,4.66,4.3724296276762,3.24
2020-12-29 15:40:00,5.6,2.6000681258790435,3.17
2020-12-29 15:45:00,4.98,3.903178499570244,3.13
2020-12-29 15:50:00,4.79,3.1736447589467116,3.04
2020-12-29 15:55:00,4.91,1.2268930203938115,2.92
2020-12-29 16:00:00,3.72,1.5572935224253792,2.35
2020-12-29 16:05:00,3.62,2.451171643030162,2.28
2020-12-29 16:10:00,5.04,2.7175597505469615,3.01
2020-12-29 16:15:00,5.08,1.0303612380840756,2.66
2020-12-29 16:20:00,4.11,2.027727989724957,2.23
2020-12-29 16:25:00,4.66,3.452022996757305,2.65
2020-12-29 16:30:00,3.98,1.5589436826066576,2.43
2020-12-29 16:35:00,3.56,0.9355752119471787,2.28
2020-12-29 16:40:00,4.05,2.4815884317862156,2.43
2020-12-29 16:45:00,4.5,1.5159063672058126,2.57
2020-12-29 16:50:00,3.46,1.7017574279184244,2.18
2020-12-29 16:55:00,4.02,1.2379666744803877,1.97
2020-12-29 17:00:00,3.12,1.5375373837709019,2.0
2020-12-29 17:05:00,2.87,2.5667864851929987,1.6
2020-12-29 17:10:00,2.14,3.1314915172292546,1.5
2020-12-29 17:15:00,3.61,3.323896946788561,2.16
2020-12-29 17:20:00,2.78,2.3591578518127823,1.77
